condition,model,test_case_id,problem,recipe,category,difficulty,cause_accuracy,solution_appropriateness,scientific_accuracy,overall
baseline,LLaMA 3.3 70B,37,"The frosting is overly soft, soup-like, and fails to hold a peak after substituting 100% of the butter with cream cheese.",Swiss Meringue Buttercream,Baking,medium,0.21428571428571427,0.35714285714285715,0.6,0.3486
baseline,LLaMA 3.3 70B,38,The giant octopus legs turned out tough and rubbery despite being pre-tenderized before cooking.,Grilled Giant Octopus Legs,seafood,medium,0.07142857142857142,0.0625,0.18181818181818182,0.0899
baseline,LLaMA 3.3 70B,39,"The cookie spread is extremely grainy and ""sandy"" despite high-speed blending to the point of the mixture steaming.",Biscoff Cookie Spread,Dessert,medium,0.09090909090909091,0.13333333333333333,0.18181818181818182,0.1261
baseline,LLaMA 3.3 70B,40,"Raw onions are overpowering, causing a harsh ""sulfur"" bite and a lingering aftertaste that lasts for hours.",Pico de Gallo,Ingredient Prep,easy,0.18181818181818182,0.8333333333333334,0.36363636363636365,0.4788
baseline,LLaMA 3.3 70B,41,"cannot find ""Lady Fingers"" in local UK/Ireland supermarkets for a Tiramisu recipe.",Tiramisu,substitution,easy,0.75,0.3125,0.0,0.425
baseline,LLaMA 3.3 70B,42,No dry milk available,No-Knead Whole Wheat Bread,substitution,medium,0.0,0.3,0.14285714285714285,0.1486
baseline,LLaMA 3.3 70B,43,cannot find lactose-free heavy cream and wants to know if melting butter into lactose-free half-and-half will work for ice cream.,Lactose-free Ice cream,substitution,medium,0.35714285714285715,0.26666666666666666,0.36363636363636365,0.3223
baseline,LLaMA 3.3 70B,44,needs a egg substitute for potato latkes that ensures they don't fall apart during frying.,Potato Latkes,substitution,easy,0.0,0.0,0.4166666666666667,0.0833
baseline,LLaMA 3.3 70B,45,No vegetable oil,Whole Grain Banana Bread,substitution,medium,0.5,0.18181818181818182,0.2,0.3127
baseline,LLaMA 3.3 70B,46,"making Manakish (Za'atar Flatbread) but has no pre-mixed Za'atar and is allergic to sumac, the primary acid component.",Manakish Bi Za'atar,substitution,medium,0.0,0.5,0.09090909090909091,0.2182
baseline,LLaMA 3.3 70B,47,My pie crust shrinks down the sides while baking.,Blind-Baked Pie Crust,Baking,Easy,0.14285714285714285,0.3333333333333333,0.25,0.2405
baseline,LLaMA 3.3 70B,48,My blind-baked crust puffs up despite pie weights.,Blind-Baked Pie Crust,Baking,Medium,0.0,0.0,0.25,0.05
baseline,LLaMA 3.3 70B,49,The edges of my pie crust brown too quickly.,Double-Crust Fruit Pie,Baking,Easy,0.0,0.5555555555555556,0.5,0.3222
baseline,LLaMA 3.3 70B,50,My lattice top collapsed into the filling during baking.,Lattice-Top Fruit Pie,Baking,Medium,0.0,0.125,0.0,0.05
baseline,LLaMA 3.3 70B,51,My fruit pie filling never sets even after cooling.,Apple Pie,Starch Cookery,Medium,0.125,0.125,0.0,0.1
baseline,LLaMA 3.3 70B,52,My pie crust looks dull and pale.,Hand Pie Crust,Substitution,Easy,0.0,0.8333333333333334,0.5,0.4333
baseline,LLaMA 3.3 70B,53,Bottom crust is fully baked but tastes tough.,Single-Crust Pie,Baking,Medium,0.3333333333333333,0.125,0.25,0.2333
baseline,LLaMA 3.3 70B,54,My crimped edges lost their shape in the oven.,Decorative Pie Crust,Baking,easy,0.0,0.16666666666666666,0.0,0.0667
baseline,LLaMA 3.3 70B,55, My fruit boiled over and burned on the oven floor.,Berry Pie,Baking,medium,0.0,0.1111111111111111,0.0,0.0444
baseline,LLaMA 3.3 70B,56,My pie filling is cloudy instead of glossy.,Cherry Pie,substitution,medium,0.14285714285714285,0.0,0.0,0.0571
baseline,LLaMA 3.3 70B,57,My pie leaks butter during baking.,All-Butter Pie Crust,Baking,easy,0.2,0.14285714285714285,0.5714285714285714,0.2514
baseline,LLaMA 3.3 70B,58,The bottom crust is greasy instead of crisp.,Custard Pie,Baking,medium,0.5,0.0,0.25,0.25
baseline,LLaMA 3.3 70B,59,My pie filling bubbles unevenly.,Apple Pie,Baking,easy,0.4,0.375,0.25,0.36
baseline,LLaMA 3.3 70B,60,My crust blistered and formed bubbles after baking.,Blind-Baked Pie Crust,Baking,easy,0.0,0.0,0.25,0.05
cot_only,GPT OSS 20B,1,My hollandaise sauce is thin and won't thicken up.,Hollandaise Sauce,sauce emulsions,medium,0.3076923076923077,0.35714285714285715,0.5454545454545454,0.375
cot_only,GPT OSS 20B,2,My steak is gray and has no crust after searing.,Pan-Seared Ribeye Steak,protein cookery,easy,0.16666666666666666,0.0625,0.5555555555555556,0.2028
cot_only,GPT OSS 20B,3,My chocolate ganache looks grainy and oily.,Chocolate Ganache,sauce emulsions,medium,0.0,0.4,0.5555555555555556,0.2711
cot_only,GPT OSS 20B,4,My hard-boiled eggs are impossible to peel.,Hard-Boiled Eggs,protein cookery,easy,0.0,0.0,0.0,0.0
cot_only,GPT OSS 20B,5,My pesto turned brown almost immediately.,Blanched Basil Pesto,sauce emulsions,easy,0.1,0.5,0.18181818181818182,0.2764
cot_only,GPT OSS 20B,6,My cookies spread into one giant flat sheet.,Chocolate Chip Cookies,baking,easy,0.0,0.36363636363636365,0.2,0.1855
cot_only,GPT OSS 20B,7,My scrambled eggs are weeping water and are rubbery.,Scrambled Eggs,protein cookery,easy,0.3076923076923077,0.16666666666666666,0.1,0.2097
cot_only,GPT OSS 20B,8,My mac and cheese sauce is grainy and the cheese is clumping.,Macaroni and Cheese,starch emulsions,easy,0.15384615384615385,0.36363636363636365,0.2727272727272727,0.2615
cot_only,GPT OSS 20B,9,My burgers are falling apart on the grill.,Ultra-Smashed Burger,protein cookery,easy,0.08333333333333333,0.0,0.09090909090909091,0.0515
cot_only,GPT OSS 20B,10,My garlic turned bitter and black in the oil.,Spaghetti Aglio e Olio,protein cookery,easy,0.125,0.2222222222222222,0.4,0.2189
cot_only,GPT OSS 20B,11,My mayonnaise won't emulsify; it's just oil and yellow liquid.,Immersion Blender Mayo,sauce emulsions,medium,0.23076923076923078,0.07142857142857142,0.5833333333333334,0.2375
cot_only,GPT OSS 20B,12,My chicken breast is dry and stringy.,Pan-Roasted Chicken Breast,protein cookery,medium,0.058823529411764705,0.2413793103448276,0.2,0.1601
cot_only,GPT OSS 20B,13,My stir-fry is soggy and boiling in its own juice.,Vegetable Stir-Fry,protein cookery,medium,0.0,0.0,0.08333333333333333,0.0167
cot_only,GPT OSS 20B,14,My whipped cream is turning into lumpy butter.,Whipped Cream,sauce emulsions,easy,0.4444444444444444,0.3333333333333333,0.5454545454545454,0.4202
cot_only,GPT OSS 20B,15,My mashed potatoes are sticky like glue.,Mashed Potatoes,baking,easy,0.1,0.45454545454545453,0.2,0.2618
cot_only,GPT OSS 20B,16,My chocolate chips seized into a dry clump in the microwave.,Microwave Chocolate Ganache,sauce emulsions,easy,0.1111111111111111,0.125,0.2222222222222222,0.1389
cot_only,GPT OSS 20B,17,My vinaigrette separates the second I stop shaking it.,Vinaigrette,sauce emulsions,easy,0.1111111111111111,0.16666666666666666,0.5,0.2111
cot_only,GPT OSS 20B,18,My rice is mushy and stuck together.,White Rice,starch cookery,easy,0.06666666666666667,0.15151515151515152,0.2,0.1273
cot_only,GPT OSS 20B,19,My muffins have huge holes (tunnels) inside.,Blueberry Muffins,baking,easy,0.3333333333333333,0.4444444444444444,0.36363636363636365,0.3838
cot_only,GPT OSS 20B,20,My caramel is grainy and full of sugar crystals.,Caramel Sauce,sauce emulsions,medium,0.0,0.0,0.0,0.0
cot_only,GPT OSS 20B,21,"Chicken breast is dry, tough, and lacks the signature juicy/springy texture.",Hainanese Chicken Rice,protein cookery,medium,0.0625,0.5384615384615384,0.0,0.2404
cot_only,GPT OSS 20B,22,"Bottled black truffle is flavorless or ""rubbery"" when cooked on pizza.",Truffle & Mushroom Pizza,baking,easy,0.0,0.0,0.0,0.0
cot_only,GPT OSS 20B,23,"Mushroom sauce is too thin/light and lacks a rich, glossy texture.",White wine & Mushroom Sauce,sauce emulsions,easy,0.0,0.0,0.0,0.0
cot_only,GPT OSS 20B,24,Curry paste is overwhelmingly bitter and borderline inedible because the white lemon pith was processed into the paste instead of just the zest.,Thai Curry Paste,Ingredient Prep,medium,0.2,0.0,0.2857142857142857,0.1371
cot_only,GPT OSS 20B,25,"The green curry is dark, oily, and the delicate herbal notes are drowned out after using coconut paste as a 1:1 substitute for milk.",Thai Green Curry,Thai,medium,0.125,0.25,0.0,0.15
cot_only,GPT OSS 20B,26,"The Sichuan pepper provides no numbing sensation or flavor (tastes like ""dust"") even after being ground into a fine powder",Sichuan Chilli Oil,Chinese,easy,0.0,0.0,0.0,0.0
cot_only,GPT OSS 20B,27,"The soup remains thin and watery, or the starch forms ""dumplings"" (clumps) instead of thickening the broth evenly.",Egg Drop Soup,soup,easy,0.23076923076923078,0.47058823529411764,0.3333333333333333,0.3472
cot_only,GPT OSS 20B,28,"Monkfish cheeks are inedibly salty and slightly ""cured"" after being left in the fridge with too much salt for too long.",Pan-Seared Monkfish Cheeks,seafood,medium,0.08333333333333333,0.3333333333333333,0.2,0.2067
cot_only,GPT OSS 20B,29,"The vegan ice cream has a grainy, ""oatmeal-like"" texture and a heavy, dense mouthfeel instead of being smooth and creamy.",Matcha Tofu Ice Cream,dessert,easy,0.1,0.14285714285714285,0.1,0.1171
cot_only,GPT OSS 20B,30,No instant yeast,Yeasted Banana Sandwich Bread,substitution,medium,0.0,0.7142857142857143,0.2857142857142857,0.3429
cot_only,GPT OSS 20B,31,"Sautéed mushrooms are rubbery, tough, and ""slimy"" instead of being tender and meaty.",Sautéed Cremini Mushrooms,Ingredient Prep,easy,0.23076923076923078,0.3125,0.42857142857142855,0.303
cot_only,GPT OSS 20B,32,"The black sesame paste remains stuck in a crumbly, sandy texture and won't turn into a smooth, glossy liquid despite 60 minutes of processing.",Black Sesame Paste,Ingredient Prep,medium,0.0,0.0,0.0,0.0
cot_only,GPT OSS 20B,33,My pie crust cracks and breaks apart while I am rolling it out.,Classic Pie Crust,Baking,medium,0.3333333333333333,0.3333333333333333,0.0,0.2667
cot_only,GPT OSS 20B,34,"The cakes fail to ""bloom"" (split open) and instead result in dense, domed tops similar to standard cupcakes due to using flour instead of arrowroot powder",Vietnamese Bánh Thuẫn,Baking,hard,0.5,0.4444444444444444,0.2727272727272727,0.4323
cot_only,GPT OSS 20B,35,The bottom of my fruit pie is pale and soggy after baking.,Berry Pie,Baking,easy,0.23076923076923078,0.18181818181818182,0.0,0.165
cot_only,GPT OSS 20B,36,My cake sank in the center after taking it out of the oven.,Vanilla Layer Cake,Baking,easy,0.375,0.21428571428571427,0.0,0.2357
cot_only,GPT OSS 20B,37,"The frosting is overly soft, soup-like, and fails to hold a peak after substituting 100% of the butter with cream cheese.",Swiss Meringue Buttercream,Baking,medium,0.14285714285714285,0.35714285714285715,0.4,0.28
cot_only,GPT OSS 20B,38,The giant octopus legs turned out tough and rubbery despite being pre-tenderized before cooking.,Grilled Giant Octopus Legs,seafood,medium,0.07142857142857142,0.25,0.2727272727272727,0.1831
cot_only,GPT OSS 20B,39,"The cookie spread is extremely grainy and ""sandy"" despite high-speed blending to the point of the mixture steaming.",Biscoff Cookie Spread,Dessert,medium,0.0,0.13333333333333333,0.18181818181818182,0.0897
cot_only,GPT OSS 20B,40,"Raw onions are overpowering, causing a harsh ""sulfur"" bite and a lingering aftertaste that lasts for hours.",Pico de Gallo,Ingredient Prep,easy,0.09090909090909091,0.5,0.2727272727272727,0.2909
cot_only,GPT OSS 20B,41,"cannot find ""Lady Fingers"" in local UK/Ireland supermarkets for a Tiramisu recipe.",Tiramisu,substitution,easy,0.0,0.0,0.0,0.0
cot_only,GPT OSS 20B,42,No dry milk available,No-Knead Whole Wheat Bread,substitution,medium,0.0,0.5,0.42857142857142855,0.2857
cot_only,GPT OSS 20B,43,cannot find lactose-free heavy cream and wants to know if melting butter into lactose-free half-and-half will work for ice cream.,Lactose-free Ice cream,substitution,medium,0.21428571428571427,0.2,0.5454545454545454,0.2748
cot_only,GPT OSS 20B,44,needs a egg substitute for potato latkes that ensures they don't fall apart during frying.,Potato Latkes,substitution,easy,0.0,0.09090909090909091,0.3333333333333333,0.103
cot_only,GPT OSS 20B,45,No vegetable oil,Whole Grain Banana Bread,substitution,medium,0.0,0.18181818181818182,0.2,0.1127
cot_only,GPT OSS 20B,46,"making Manakish (Za'atar Flatbread) but has no pre-mixed Za'atar and is allergic to sumac, the primary acid component.",Manakish Bi Za'atar,substitution,medium,0.0,0.0,0.0,0.0
cot_only,GPT OSS 20B,47,My pie crust shrinks down the sides while baking.,Blind-Baked Pie Crust,Baking,Easy,0.0,0.6666666666666666,0.25,0.3167
cot_only,GPT OSS 20B,48,My blind-baked crust puffs up despite pie weights.,Blind-Baked Pie Crust,Baking,Medium,0.16666666666666666,0.3333333333333333,0.25,0.25
cot_only,GPT OSS 20B,49,The edges of my pie crust brown too quickly.,Double-Crust Fruit Pie,Baking,Easy,0.0,0.4444444444444444,0.5,0.2778
cot_only,GPT OSS 20B,50,My lattice top collapsed into the filling during baking.,Lattice-Top Fruit Pie,Baking,Medium,0.3333333333333333,0.375,0.0,0.2833
cot_only,GPT OSS 20B,51,My fruit pie filling never sets even after cooling.,Apple Pie,Starch Cookery,Medium,0.125,0.25,0.0,0.15
cot_only,GPT OSS 20B,52,My pie crust looks dull and pale.,Hand Pie Crust,Substitution,Easy,0.0,0.8333333333333334,0.5,0.4333
cot_only,GPT OSS 20B,53,Bottom crust is fully baked but tastes tough.,Single-Crust Pie,Baking,Medium,0.16666666666666666,0.0,0.25,0.1167
cot_only,GPT OSS 20B,54,My crimped edges lost their shape in the oven.,Decorative Pie Crust,Baking,easy,0.2,0.5,0.0,0.28
cot_only,GPT OSS 20B,55, My fruit boiled over and burned on the oven floor.,Berry Pie,Baking,medium,0.0,0.2222222222222222,0.0,0.0889
cot_only,GPT OSS 20B,56,My pie filling is cloudy instead of glossy.,Cherry Pie,substitution,medium,0.14285714285714285,0.0,0.0,0.0571
cot_only,GPT OSS 20B,57,My pie leaks butter during baking.,All-Butter Pie Crust,Baking,easy,0.2,0.14285714285714285,0.14285714285714285,0.1657
cot_only,GPT OSS 20B,58,The bottom crust is greasy instead of crisp.,Custard Pie,Baking,medium,0.0,0.1111111111111111,0.25,0.0944
cot_only,GPT OSS 20B,59,My pie filling bubbles unevenly.,Apple Pie,Baking,easy,0.4,0.25,0.25,0.31
cot_only,GPT OSS 20B,60,My crust blistered and formed bubbles after baking.,Blind-Baked Pie Crust,Baking,easy,0.4,0.0,0.25,0.21
cot_only,LLaMA 3.1 8B,1,My hollandaise sauce is thin and won't thicken up.,Hollandaise Sauce,sauce emulsions,medium,0.07692307692307693,0.2857142857142857,0.2727272727272727,0.1996
cot_only,LLaMA 3.1 8B,2,My steak is gray and has no crust after searing.,Pan-Seared Ribeye Steak,protein cookery,easy,0.0,0.0625,0.6666666666666666,0.1583
cot_only,LLaMA 3.1 8B,3,My chocolate ganache looks grainy and oily.,Chocolate Ganache,sauce emulsions,medium,0.0,0.0,0.4444444444444444,0.0889
cot_only,LLaMA 3.1 8B,4,My hard-boiled eggs are impossible to peel.,Hard-Boiled Eggs,protein cookery,easy,0.0,0.16666666666666666,0.4,0.1467
cot_only,LLaMA 3.1 8B,5,My pesto turned brown almost immediately.,Blanched Basil Pesto,sauce emulsions,easy,0.0,0.08333333333333333,0.18181818181818182,0.0697
cot_only,LLaMA 3.1 8B,6,My cookies spread into one giant flat sheet.,Chocolate Chip Cookies,baking,easy,0.1111111111111111,0.36363636363636365,0.1,0.2099
cot_only,LLaMA 3.1 8B,7,My scrambled eggs are weeping water and are rubbery.,Scrambled Eggs,protein cookery,easy,0.0,0.1111111111111111,0.1,0.0644
cot_only,LLaMA 3.1 8B,8,My mac and cheese sauce is grainy and the cheese is clumping.,Macaroni and Cheese,starch emulsions,easy,0.07692307692307693,0.0,0.36363636363636365,0.1035
cot_only,LLaMA 3.1 8B,9,My burgers are falling apart on the grill.,Ultra-Smashed Burger,protein cookery,easy,0.0,0.034482758620689655,0.09090909090909091,0.032
cot_only,LLaMA 3.1 8B,10,My garlic turned bitter and black in the oil.,Spaghetti Aglio e Olio,protein cookery,easy,0.0,0.3333333333333333,0.4,0.2133
cot_only,LLaMA 3.1 8B,11,My mayonnaise won't emulsify; it's just oil and yellow liquid.,Immersion Blender Mayo,sauce emulsions,medium,0.0,0.21428571428571427,0.08333333333333333,0.1024
cot_only,LLaMA 3.1 8B,12,My chicken breast is dry and stringy.,Pan-Roasted Chicken Breast,protein cookery,medium,0.11764705882352941,0.1724137931034483,0.0,0.116
cot_only,LLaMA 3.1 8B,13,My stir-fry is soggy and boiling in its own juice.,Vegetable Stir-Fry,protein cookery,medium,0.0,0.2857142857142857,0.4166666666666667,0.1976
cot_only,LLaMA 3.1 8B,14,My whipped cream is turning into lumpy butter.,Whipped Cream,sauce emulsions,easy,0.1111111111111111,0.2222222222222222,0.45454545454545453,0.2242
cot_only,LLaMA 3.1 8B,15,My mashed potatoes are sticky like glue.,Mashed Potatoes,baking,easy,0.0,0.18181818181818182,0.3,0.1327
cot_only,LLaMA 3.1 8B,16,My chocolate chips seized into a dry clump in the microwave.,Microwave Chocolate Ganache,sauce emulsions,easy,0.0,0.25,0.3333333333333333,0.1667
cot_only,LLaMA 3.1 8B,17,My vinaigrette separates the second I stop shaking it.,Vinaigrette,sauce emulsions,easy,0.1111111111111111,0.0,0.08333333333333333,0.0611
cot_only,LLaMA 3.1 8B,18,My rice is mushy and stuck together.,White Rice,starch cookery,easy,0.0,0.06060606060606061,0.3,0.0842
cot_only,LLaMA 3.1 8B,19,My muffins have huge holes (tunnels) inside.,Blueberry Muffins,baking,easy,0.0,0.0,0.18181818181818182,0.0364
cot_only,LLaMA 3.1 8B,20,My caramel is grainy and full of sugar crystals.,Caramel Sauce,sauce emulsions,medium,0.0,0.0,0.2,0.04
cot_only,LLaMA 3.1 8B,21,"Chicken breast is dry, tough, and lacks the signature juicy/springy texture.",Hainanese Chicken Rice,protein cookery,medium,0.0625,0.07692307692307693,0.09090909090909091,0.074
cot_only,LLaMA 3.1 8B,22,"Bottled black truffle is flavorless or ""rubbery"" when cooked on pizza.",Truffle & Mushroom Pizza,baking,easy,0.16666666666666666,0.3,0.45454545454545453,0.2776
cot_only,LLaMA 3.1 8B,23,"Mushroom sauce is too thin/light and lacks a rich, glossy texture.",White wine & Mushroom Sauce,sauce emulsions,easy,0.1111111111111111,0.09090909090909091,0.36363636363636365,0.1535
cot_only,LLaMA 3.1 8B,24,Curry paste is overwhelmingly bitter and borderline inedible because the white lemon pith was processed into the paste instead of just the zest.,Thai Curry Paste,Ingredient Prep,medium,0.0,0.05263157894736842,0.14285714285714285,0.0496
cot_only,LLaMA 3.1 8B,25,"The green curry is dark, oily, and the delicate herbal notes are drowned out after using coconut paste as a 1:1 substitute for milk.",Thai Green Curry,Thai,medium,0.25,0.25,0.0,0.2
cot_only,LLaMA 3.1 8B,26,"The Sichuan pepper provides no numbing sensation or flavor (tastes like ""dust"") even after being ground into a fine powder",Sichuan Chilli Oil,Chinese,easy,0.08333333333333333,0.23076923076923078,0.1,0.1456
cot_only,LLaMA 3.1 8B,27,"The soup remains thin and watery, or the starch forms ""dumplings"" (clumps) instead of thickening the broth evenly.",Egg Drop Soup,soup,easy,0.07692307692307693,0.35294117647058826,0.16666666666666666,0.2053
cot_only,LLaMA 3.1 8B,28,"Monkfish cheeks are inedibly salty and slightly ""cured"" after being left in the fridge with too much salt for too long.",Pan-Seared Monkfish Cheeks,seafood,medium,0.08333333333333333,0.26666666666666666,0.1,0.16
cot_only,LLaMA 3.1 8B,29,"The vegan ice cream has a grainy, ""oatmeal-like"" texture and a heavy, dense mouthfeel instead of being smooth and creamy.",Matcha Tofu Ice Cream,dessert,easy,0.0,0.0,0.1,0.02
cot_only,LLaMA 3.1 8B,30,No instant yeast,Yeasted Banana Sandwich Bread,substitution,medium,0.0,0.42857142857142855,0.2857142857142857,0.2286
cot_only,LLaMA 3.1 8B,31,"Sautéed mushrooms are rubbery, tough, and ""slimy"" instead of being tender and meaty.",Sautéed Cremini Mushrooms,Ingredient Prep,easy,0.15384615384615385,0.0625,0.2857142857142857,0.1437
cot_only,LLaMA 3.1 8B,32,"The black sesame paste remains stuck in a crumbly, sandy texture and won't turn into a smooth, glossy liquid despite 60 minutes of processing.",Black Sesame Paste,Ingredient Prep,medium,0.1111111111111111,0.125,0.1,0.1144
cot_only,LLaMA 3.1 8B,33,My pie crust cracks and breaks apart while I am rolling it out.,Classic Pie Crust,Baking,medium,0.0,0.13333333333333333,0.0,0.0533
cot_only,LLaMA 3.1 8B,34,"The cakes fail to ""bloom"" (split open) and instead result in dense, domed tops similar to standard cupcakes due to using flour instead of arrowroot powder",Vietnamese Bánh Thuẫn,Baking,hard,0.375,0.2222222222222222,0.2727272727272727,0.2934
cot_only,LLaMA 3.1 8B,35,The bottom of my fruit pie is pale and soggy after baking.,Berry Pie,Baking,easy,0.07692307692307693,0.18181818181818182,0.0,0.1035
cot_only,LLaMA 3.1 8B,36,My cake sank in the center after taking it out of the oven.,Vanilla Layer Cake,Baking,easy,0.0,0.0,0.0,0.0
cot_only,LLaMA 3.1 8B,37,"The frosting is overly soft, soup-like, and fails to hold a peak after substituting 100% of the butter with cream cheese.",Swiss Meringue Buttercream,Baking,medium,0.21428571428571427,0.2857142857142857,0.5,0.3
cot_only,LLaMA 3.1 8B,38,The giant octopus legs turned out tough and rubbery despite being pre-tenderized before cooking.,Grilled Giant Octopus Legs,seafood,medium,0.07142857142857142,0.0,0.36363636363636365,0.1013
cot_only,LLaMA 3.1 8B,39,"The cookie spread is extremely grainy and ""sandy"" despite high-speed blending to the point of the mixture steaming.",Biscoff Cookie Spread,Dessert,medium,0.18181818181818182,0.13333333333333333,0.18181818181818182,0.1624
cot_only,LLaMA 3.1 8B,40,"Raw onions are overpowering, causing a harsh ""sulfur"" bite and a lingering aftertaste that lasts for hours.",Pico de Gallo,Ingredient Prep,easy,0.09090909090909091,0.2777777777777778,0.2727272727272727,0.202
cot_only,LLaMA 3.1 8B,41,"cannot find ""Lady Fingers"" in local UK/Ireland supermarkets for a Tiramisu recipe.",Tiramisu,substitution,easy,0.0,0.25,0.0,0.1
cot_only,LLaMA 3.1 8B,42,No dry milk available,No-Knead Whole Wheat Bread,substitution,medium,0.0,0.4,0.2857142857142857,0.2171
cot_only,LLaMA 3.1 8B,43,cannot find lactose-free heavy cream and wants to know if melting butter into lactose-free half-and-half will work for ice cream.,Lactose-free Ice cream,substitution,medium,0.14285714285714285,0.13333333333333333,0.36363636363636365,0.1832
cot_only,LLaMA 3.1 8B,44,needs a egg substitute for potato latkes that ensures they don't fall apart during frying.,Potato Latkes,substitution,easy,0.0,0.0,0.25,0.05
cot_only,LLaMA 3.1 8B,45,No vegetable oil,Whole Grain Banana Bread,substitution,medium,0.0,0.18181818181818182,0.2,0.1127
cot_only,LLaMA 3.1 8B,46,"making Manakish (Za'atar Flatbread) but has no pre-mixed Za'atar and is allergic to sumac, the primary acid component.",Manakish Bi Za'atar,substitution,medium,0.09090909090909091,0.1875,0.18181818181818182,0.1477
cot_only,LLaMA 3.1 8B,47,My pie crust shrinks down the sides while baking.,Blind-Baked Pie Crust,Baking,Easy,0.0,0.1111111111111111,0.5,0.1444
cot_only,LLaMA 3.1 8B,48,My blind-baked crust puffs up despite pie weights.,Blind-Baked Pie Crust,Baking,Medium,0.0,0.1111111111111111,0.25,0.0944
cot_only,LLaMA 3.1 8B,49,The edges of my pie crust brown too quickly.,Double-Crust Fruit Pie,Baking,Easy,0.0,0.3333333333333333,0.5,0.2333
cot_only,LLaMA 3.1 8B,50,My lattice top collapsed into the filling during baking.,Lattice-Top Fruit Pie,Baking,Medium,0.0,0.125,0.0,0.05
cot_only,LLaMA 3.1 8B,51,My fruit pie filling never sets even after cooling.,Apple Pie,Starch Cookery,Medium,0.125,0.0,0.0,0.05
cot_only,LLaMA 3.1 8B,52,My pie crust looks dull and pale.,Hand Pie Crust,Substitution,Easy,0.0,0.0,0.25,0.05
cot_only,LLaMA 3.1 8B,53,Bottom crust is fully baked but tastes tough.,Single-Crust Pie,Baking,Medium,0.0,0.0,0.25,0.05
cot_only,LLaMA 3.1 8B,54,My crimped edges lost their shape in the oven.,Decorative Pie Crust,Baking,easy,0.0,0.16666666666666666,0.0,0.0667
cot_only,LLaMA 3.1 8B,55, My fruit boiled over and burned on the oven floor.,Berry Pie,Baking,medium,0.0,0.0,0.0,0.0
cot_only,LLaMA 3.1 8B,56,My pie filling is cloudy instead of glossy.,Cherry Pie,substitution,medium,0.0,0.0,0.0,0.0
cot_only,LLaMA 3.1 8B,57,My pie leaks butter during baking.,All-Butter Pie Crust,Baking,easy,0.0,0.0,0.2857142857142857,0.0571
cot_only,LLaMA 3.1 8B,58,The bottom crust is greasy instead of crisp.,Custard Pie,Baking,medium,0.0,0.1111111111111111,0.25,0.0944
cot_only,LLaMA 3.1 8B,59,My pie filling bubbles unevenly.,Apple Pie,Baking,easy,0.4,0.0,0.0,0.16
cot_only,LLaMA 3.1 8B,60,My crust blistered and formed bubbles after baking.,Blind-Baked Pie Crust,Baking,easy,0.0,0.0,0.25,0.05
cot_only,LLaMA 3.3 70B,1,My hollandaise sauce is thin and won't thicken up.,Hollandaise Sauce,sauce emulsions,medium,0.07692307692307693,0.14285714285714285,0.2727272727272727,0.1425
cot_only,LLaMA 3.3 70B,2,My steak is gray and has no crust after searing.,Pan-Seared Ribeye Steak,protein cookery,easy,0.16666666666666666,0.0,0.3333333333333333,0.1333
cot_only,LLaMA 3.3 70B,3,My chocolate ganache looks grainy and oily.,Chocolate Ganache,sauce emulsions,medium,0.0,0.2,0.4444444444444444,0.1689
cot_only,LLaMA 3.3 70B,4,My hard-boiled eggs are impossible to peel.,Hard-Boiled Eggs,protein cookery,easy,0.2,0.16666666666666666,0.2,0.1867
cot_only,LLaMA 3.3 70B,5,My pesto turned brown almost immediately.,Blanched Basil Pesto,sauce emulsions,easy,0.0,0.3333333333333333,0.36363636363636365,0.2061
cot_only,LLaMA 3.3 70B,6,My cookies spread into one giant flat sheet.,Chocolate Chip Cookies,baking,easy,0.0,0.18181818181818182,0.1,0.0927
cot_only,LLaMA 3.3 70B,7,My scrambled eggs are weeping water and are rubbery.,Scrambled Eggs,protein cookery,easy,0.07692307692307693,0.16666666666666666,0.1,0.1174
cot_only,LLaMA 3.3 70B,8,My mac and cheese sauce is grainy and the cheese is clumping.,Macaroni and Cheese,starch emulsions,easy,0.07692307692307693,0.2727272727272727,0.18181818181818182,0.1762
cot_only,LLaMA 3.3 70B,9,My burgers are falling apart on the grill.,Ultra-Smashed Burger,protein cookery,easy,0.0,0.0,0.09090909090909091,0.0182
cot_only,LLaMA 3.3 70B,10,My garlic turned bitter and black in the oil.,Spaghetti Aglio e Olio,protein cookery,easy,0.125,0.4444444444444444,0.3,0.2878
cot_only,LLaMA 3.3 70B,11,My mayonnaise won't emulsify; it's just oil and yellow liquid.,Immersion Blender Mayo,sauce emulsions,medium,0.07692307692307693,0.14285714285714285,0.3333333333333333,0.1546
cot_only,LLaMA 3.3 70B,12,My chicken breast is dry and stringy.,Pan-Roasted Chicken Breast,protein cookery,medium,0.11764705882352941,0.10344827586206896,0.0,0.0884
cot_only,LLaMA 3.3 70B,13,My stir-fry is soggy and boiling in its own juice.,Vegetable Stir-Fry,protein cookery,medium,0.0,0.2857142857142857,0.4166666666666667,0.1976
cot_only,LLaMA 3.3 70B,14,My whipped cream is turning into lumpy butter.,Whipped Cream,sauce emulsions,easy,0.2222222222222222,0.1111111111111111,0.45454545454545453,0.2242
cot_only,LLaMA 3.3 70B,15,My mashed potatoes are sticky like glue.,Mashed Potatoes,baking,easy,0.0,0.18181818181818182,0.3,0.1327
